"Item.ID","Item.Type","Home.Location","Current.Location","Name","Categories","Min.Frequency","Replacement.Cost","Category","weight","type"
"ETL1234","Open End Wrench","Leith","Leith","Combination Spanner/Wrench set","Automotive, Bike",NA,20,"Automotive",NA,NA
"ETL1235","Bits, Drivers and Accessories","Leith","Leith","Router bit set","Carpentry and Woodworking, General DIY",NA,8,"General DIY",3.8,"Electrical"
"ETL1236","Drill Bits","Leith","Leith","Screwdriver/socket bits set","General DIY",NA,10,"General DIY",NA,NA
"ETL1237","Pliers, Cutters, and Snips","Leith","Leith","Bolt cutter 18inch","Automotive, Bike, General DIY, Metalworking, Plumbing",NA,4,"Metalworking",NA,NA
"ETL1238","Wallpaper Steamer","Leith","Leith","Wallpaper perforator","General DIY",NA,6,"General DIY",NA,NA
"ETL1239","Drill Bits","Leith","Leith","Plug hole cutter/dowel making drill bit set","Carpentry and Woodworking",NA,12,"Carpentry and Woodworking",NA,NA
"ETL1240","Cordless Drills","Leith","Leith","Cordless drill","Carpentry and Woodworking, General DIY",NA,25,"General DIY",NA,NA
"ETL1241","Vises","Leith","Leith","Dowel jig","Carpentry and Woodworking",NA,10,"Carpentry and Woodworking",NA,NA
"ETL1243","Amp Meters","Leith","Leith","Amprobe Multimeter","Electrical and Soldering, General DIY, Miscellaneous",NA,20,"Electrical and Soldering",NA,NA
"ETL1244","Soldering & Heat Guns","Leith","Leith","Soldering iron","Electrical and Soldering",NA,5,"Electrical and Soldering",NA,NA
"ETL1245","Soldering & Heat Guns","Leith","Leith","Soldering iron","Electrical and Soldering",NA,5,"Electrical and Soldering",NA,NA
"ETL1246","Power Drill 3/8in","Leith","Leith","Corded hammer drill","Carpentry and Woodworking, General DIY, Miscellaneous",NA,80,"General DIY",4.7,"Electrical"
"ETL1247","Cargo Vans","Leith","Leith","Truck bed cargo net","Automotive",NA,20,"Automotive",NA,NA
"ETL1248","Buckets","Leith","Leith","Bucket","General DIY, Painting and Decorating, Plumbing",NA,15,"Miscellaneous",NA,NA
"ETL1249","Paint Mixers & Stirrers","Leith","Leith","Mixing paddle","General DIY, Painting and Decorating",NA,0,"Painting and Decorating",NA,NA
"ETL1250","Hand Tile Cutter","Leith","Leith","NoMorePly Tile Scoring Knife","General DIY, Miscellaneous, Painting and Decorating",NA,10,"Painting and Decorating",NA,NA
"ETL1251","Cordless Drills","Leith","Leith","DeWalt Cordless Drill","General DIY",NA,0,"General DIY",NA,NA
"ETL1252","Bits, Drivers and Accessories","Leith","Leith","Drill Bit Set","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL1253","Hammer Drills","Leith","Leith","DeWalt Corded Hammer Drill","General DIY",NA,25,"General DIY",4.7,"Electrical"
"ETL1254","Cordless Drills","Leith","Leith","Bosh cordless drill","General DIY",NA,0,"General DIY",NA,NA
"ETL1255","Drill Bits","Leith","Leith","Drill Driver Bit Set","Bike, Carpentry and Woodworking, General DIY, Miscellaneous, Painting and Decorating",NA,8,"General DIY",NA,NA
"ETL1256","Bits, Drivers and Accessories","Leith","Leith","75 Piece Drill Bit and Saw set","Carpentry and Woodworking, General DIY, Metalworking",NA,36,"Carpentry and Woodworking",NA,NA
"ETL1257","Bits, Drivers and Accessories","Leith","Leith","75 Piece Drill Bit and Saw set","Carpentry and Woodworking, General DIY, Metalworking",NA,36,"Carpentry and Woodworking",NA,NA
"ETL1258","Bits, Drivers and Accessories","Leith","Leith","75 Piece Drill Bit and Saw set DEPOT USE ONLY","Carpentry and Woodworking, General DIY, Metalworking",NA,36,"Carpentry and Woodworking",NA,NA
"ETL1259","Bits, Drivers and Accessories","Leith","Leith","4 Piece SDS Drill Bit set (masonry)","General DIY",NA,20,"General DIY",NA,NA
"ETL1260","Bits, Drivers and Accessories","Leith","Leith","4 Piece SDS Drill Bit set (masonry)","General DIY",NA,20,"General DIY",NA,NA
"ETL1261","Tap and Die","Leith","Leith","Clarke CHT303 28-Pce Tap & Die Set","Bike, General DIY, Automotive, Metalworking",NA,32,"Metalworking",NA,NA
"ETL1262","Tape Measures","Leith","Leith","Tape measure","Automotive, Carpentry and Woodworking, Garden, General DIY, Metalworking, Miscellaneous, Painting and Decorating, Plumbing",NA,2,"General DIY",NA,NA
"ETL1263","Drill Bits","Portobello","Portobello","75 Piece Drill Bit Set","General DIY",NA,25,"General DIY",NA,NA
"ETL1264","Drill Bits","Portobello","Portobello","75 Piece Drill Bit Set","General DIY",NA,25,"General DIY",NA,NA
"ETL1265","Pressure Washers","Leith","Leith","Pressure Washer","Automotive, Bike, Carpentry and Woodworking, Garden, General DIY, Painting and Decorating",NA,110,"Garden",NA,NA
"ETL1266","Chop Saws","Leith","Leith","Titan 10” compound mitre saw","Carpentry and Woodworking, General DIY",NA,100,"Carpentry and Woodworking",NA,NA
"ETL1267","Coping Saw","Leith","Leith","Coping Saw","Carpentry and Woodworking, General DIY, Miscellaneous",NA,10,"Carpentry and Woodworking",NA,NA
"ETL1268","Pipe Cutters","Leith","Leith","Plastic Pipe Cutter","Plumbing",NA,15,"Plumbing",NA,NA
"ETL1269","Jacks","Leith","Leith","Hydraulic trolley jack","Automotive",NA,45,"General DIY",NA,NA
"ETL1270","Pliers, Cutters, and Snips","Leith","Leith","Carpenter's Pincers","Carpentry and Woodworking, General DIY",NA,4,"Carpentry and Woodworking",NA,NA
"ETL1271","Pliers, Cutters, and Snips","Leith","Leith","Carpenter's Pincers","Carpentry and Woodworking, General DIY",NA,4,"Carpentry and Woodworking",NA,NA
"ETL1272","Pliers, Cutters, and Snips","Leith","Leith","Carpenter's Pincers","Carpentry and Woodworking, General DIY",NA,4,"Carpentry and Woodworking",NA,NA
"ETL1273","Scrapers","Leith","Leith","Tile adhesive comb","General DIY, Painting and Decorating",NA,3,"Painting and Decorating",NA,NA
"ETL1274","Scrapers","Leith","Leith","Tile adhesive comb","General DIY, Painting and Decorating",NA,3,"Painting and Decorating",NA,NA
"ETL1275","Buckets","Leith","Leith","Small Bucket","General DIY, Painting and Decorating, Plumbing",NA,15,"General DIY",NA,NA
"ETL1276","Spade Shovel","","","Garden spade","Garden, General DIY, Miscellaneous",NA,5,"Garden",NA,NA
"ETL1277","Electric Chippers","Leith","Portobello","Garden shredder","Garden, General DIY",NA,60,"Garden",NA,NA
"ETL1278","Spade Shovel","Leith","Leith","Garden spade","Garden, General DIY, Miscellaneous",NA,5,"Garden",NA,NA
"ETL1279","Drill Bits","Portobello","Portobello","75 Piece Drill Bit Set","General DIY",NA,25,"General DIY",NA,NA
"ETL1280","String Trimmer","Portobello","Portobello","Cordless strimmer","Garden, General DIY",NA,40,"Garden",3.9,"Electrical"
"ETL1281","Digging Fork","Leith","Leith","Garden Fork","Garden, Miscellaneous",NA,5,"Garden",NA,NA
"ETL1282","Loppers","Leith","Leith","Extendable Branch Loppers","Garden",NA,0,"Garden",NA,NA
"ETL1283","Utility Wagon","Leith","Leith","Plastic Dolly / Trolley","General DIY",NA,30,"General DIY",NA,NA
"ETL1284","Basin Wrench","Leith","Leith","Basin Wrench / Spanner","Plumbing",NA,0,"Plumbing",NA,NA
"ETL1285","Crescent Wrench","Leith","Leith","Adjustable spanner","Automotive, Bike, Carpentry and Woodworking, General DIY",NA,6,"General DIY",NA,NA
"ETL1286","Electric Hedge Trimmer","Portobello","Portobello","Corded Hedge Trimmer","Garden",NA,30,"Garden",4.2,"Electrical"
"ETL1287","Garden Tools","Portobello","Portobello","Cordless Hedge Trimmer","General DIY",NA,30,"General DIY",4.2,"Electrical"
"ETL1288","Tuck Point Trowel","Leith","Leith","Finger Pointing Trowel","General DIY, Painting and Decorating",NA,0,"General DIY",NA,NA
"ETL1289","Tuck Point Trowel","Leith","Leith","Finger pointing trowel","General DIY, Miscellaneous, Painting and Decorating",NA,0,"General DIY",NA,NA
"ETL1290","Pipe Cutters","Leith","Leith","Bottle cutter","General DIY",NA,20,"General DIY",NA,NA
"ETL1291","Activities","Leith","Leith","Bubble Machine","Miscellaneous",NA,0,"Miscellaneous",NA,NA
"ETL1292","Files","Leith","Leith","Half Round Hand File","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, Garden, General DIY, Metalworking, Miscellaneous, Painting and Decorating, Plumbing",NA,1,"Carpentry and Woodworking",NA,NA
"ETL1293","Drill Bits","Leith","Leith","Heavy Duty SDS+ drill bit set","General DIY, Plumbing, Painting and Decorating",NA,8,"General DIY",NA,NA
"ETL1294","Crescent Wrench","Leith","Leith","Adjustable Crescent Spanner","Automotive, Bike, General DIY, Metalworking, Plumbing",NA,2,"General DIY",NA,NA
"ETL1295","Tuck Point Trowel","Leith","Leith","Finger Pointing Trowel","General DIY, Painting and Decorating",NA,0,"General DIY",NA,NA
"ETL1296","Utility Wagon","Portobello","Portobello","Sack trolley","General DIY",NA,50,"General DIY",NA,NA
"ETL1297","Cordless Drills","Portobello","Portobello","Electric Screwdriver","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Miscellaneous",NA,20,"General DIY",NA,NA
"ETL1298","Rotary Tools","Portobello","Portobello","Cordless Rotary Tool","Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous",NA,57,"Metalworking",NA,NA
"ETL1299","Garden Tools","Portobello","Portobello","Lawn Mower","General DIY",NA,80,"General DIY",NA,NA
"ETL1300","Keys","Portobello","Portobello","Allen Key set","General DIY",NA,15,"General DIY",NA,NA
"ETL1301","Allen Wrench Sets","Portobello","Portobello","9 piece imperial allen key set","General DIY",NA,1,"General DIY",NA,NA
"ETL1302","Wrench Sets","Portobello","Portobello","8 piece imperial Hex (Allen) Key Set","General DIY",NA,0,"General DIY",NA,NA
"ETL1303","Socket Sets","Portobello","Portobello","1/2 in drive imperial socket set","General DIY",NA,5,"General DIY",NA,NA
"ETL1304","Extension Cords","Portobello","Portobello","Extension Lead","General DIY",NA,5,"General DIY",1.4,"Electrical"
"ETL1305","Squares","Portobello","Portobello","Square","Carpentry and Woodworking, General DIY",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1306","Squares","Portobello","Portobello","square","Carpentry and Woodworking, General DIY",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1307","Drill Bits","Portobello","Portobello","Screwdriver/socket bits set","General DIY",NA,10,"General DIY",NA,NA
"ETL1308","Bits, Drivers and Accessories","Portobello","Portobello","BOSCH Multi Bit Set","Carpentry and Woodworking, General DIY",NA,5,"General DIY",NA,NA
"ETL1309","Engraver","Portobello","Leith","Multi Tool Rotary Tool","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Metalworking, Miscellaneous, Plumbing",NA,50,"General DIY",NA,NA
"ETL1310","Pressure Washers","Portobello","Portobello","Pressure Washer with accessories","General DIY, Painting and Decorating, Miscellaneous",NA,100,"Miscellaneous",NA,NA
"ETL1311","Hand Tools","Portobello","Portobello","Portable Folding Work Bench","Bike, Carpentry and Woodworking, General DIY, Miscellaneous",NA,110,"General DIY",NA,NA
"ETL1312","Corded Mowers","Leith","Leith","Electric lawn mower","Garden, General DIY",NA,90,"Garden",NA,NA
"ETL1313","Hole Saw Kit","Leith","Leith","Hole Saw Set","General DIY",NA,30,"General DIY",NA,NA
"ETL1314","Hand Sickle","Leith","Leith","Hand sickle","Garden",NA,5,"Garden",NA,NA
"ETL1315","Power Saws","Portobello","Portobello","Reciprocating Saw","General DIY, ...",NA,80,"Carpentry and Woodworking",NA,NA
"ETL1316","Hand Tools","Portobello","Portobello","Screw & Bolt Extractor Set","Carpentry and Woodworking, General DIY, ...",NA,0,"General DIY",NA,NA
"ETL1317","Pipe Cutters","Leith","Leith","Adjustable Pipe Cutter","Plumbing",NA,15,"Plumbing",NA,NA
"ETL1318","Bits, Drivers and Accessories","Leith","Leith","Drill Bit set","Carpentry and Woodworking, General DIY, Metalworking",NA,10,"General DIY",NA,NA
"ETL1319","Metal Garden Rake","Leith","Leith","Garden rake","Garden, Miscellaneous",NA,8,"Garden",NA,NA
"ETL1320","Hand Tools","Portobello","Portobello","Portable Folding Work Bench","Bike, Carpentry and Woodworking, General DIY, Miscellaneous",NA,110,"General DIY",NA,NA
"ETL1321","Hand Tools","Portobello","Portobello","Portable Folding Work Bench","Bike, Carpentry and Woodworking, General DIY, Miscellaneous",NA,110,"General DIY",NA,NA
"ETL1323","String Trimmer","Leith","Leith","Bosch combitrim Strimmer","Garden",NA,40,"Garden",3.9,"Electrical"
"ETL1324","String Trimmer","Leith","Leith","Flymo Strimmer","General DIY",NA,30,"General DIY",3.9,"Electrical"
"ETL1325","Random Orbit Sander","Leith","Leith","Random Orbit Sander","Carpentry and Woodworking",NA,40,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1326","Finishing Power Sanders","Leith","Leith","Black and Decker Mouse Sander","Carpentry and Woodworking, General DIY, Miscellaneous",NA,57,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1327","Wood Chisel","Portobello","Portobello","Wood chisel Set","Carpentry and Woodworking",NA,2,"Carpentry and Woodworking",NA,NA
"ETL1328","Hammer Drills","Portobello","Portobello","Bosch corded SDS hammer drill","General DIY",NA,80,"General DIY",4.7,"Electrical"
"ETL1329","Hammers & Mallets","Portobello","Portobello","Wooden mallet","Carpentry and Woodworking, General DIY",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1330","Slip Joint Pliers","Portobello","Portobello","Pipe wrench set (2 pieces)","General DIY, Plumbing",NA,12,"Plumbing",NA,NA
"ETL1331","Small Tiller","Leith","Leith","Rotavator (4 stroke petrol)","Garden",NA,265,"Garden",NA,NA
"ETL1332","Step Ladders","Leith","Leith","Step ladders","Garden, General DIY, Miscellaneous, Painting and Decorating",NA,20,"General DIY",NA,NA
"ETL1333","Hack saw","Leith","Leith","Modular hand saw","Metalworking, Miscellaneous",NA,2,"Metalworking",NA,NA
"ETL1334","Miter Saws","Leith","Leith","Hand Mitre Saw","Carpentry and Woodworking",NA,80,"Carpentry and Woodworking",NA,NA
"ETL1335","Cordless Hammer Drills","Leith","Leith","Bosch Hammer Drill GBH 24 V SDS Plus","General DIY",NA,20,"General DIY",4.7,"Electrical"
"ETL1336","Hand Tile Cutter","Portobello","Portobello","Tile cutter","General DIY, Painting and Decorating, Plumbing",NA,10,"Painting and Decorating",NA,NA
"ETL1337","Files","Portobello","Portobello","File and rasp set (12 pieces)","Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",NA,10,"Metalworking",NA,NA
"ETL1338","Bar Clamps","Portobello","Portobello","G clamp","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL1339","Propane & Gas Powered Tools","Leith","Leith","Gas blow torch","Automotive, Carpentry and Woodworking, Electrical and Soldering, Garden, General DIY, Metalworking, Painting and Decorating, Plumbing",NA,0,"Electrical and Soldering",NA,NA
"ETL1340","Staple Gun","Portobello","Portobello","Staple Gun","General DIY, Miscellaneous",NA,20,"General DIY",1.8,"Electrical"
"ETL1341","Bits, Drivers and Accessories","Portobello","Portobello","4 Piece SDS Masonry Drill Bit set","General DIY",NA,20,"General DIY",NA,NA
"ETL1342","Bits, Drivers and Accessories","Portobello","Portobello","HSS steel drill bit set (19 bits) (1-10mm)","Carpentry and Woodworking, General DIY",NA,20,"General DIY",NA,NA
"ETL1343","Bits, Drivers and Accessories","Portobello","Leith","10 Piece Masonry Drill Bit set","General DIY",NA,20,"General DIY",NA,NA
"ETL1344","Bits, Drivers and Accessories","Portobello","Portobello","7 countersink wood drill bits and L-shaped hexagon spanner","General DIY",NA,12,"General DIY",NA,NA
"ETL1345","Bits, Drivers and Accessories","Portobello","Portobello","10 Pieces Masonry Drill Bit set","General DIY",NA,20,"General DIY",NA,NA
"ETL1346","Squares","Portobello","Portobello","Square","Carpentry and Woodworking, General DIY",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1347","Drill Bits","Leith","Leith","Drill bits","General DIY",NA,8,"General DIY",NA,NA
"ETL1348","Jig Saws","Portobello","Portobello","Jigsaw","Carpentry and Woodworking, General DIY, ...",NA,35,"Carpentry and Woodworking",2.8,"Electrical"
"ETL1349","Bits, Drivers and Accessories","Portobello","Portobello","10mm SDS Masonry Drill Bit","General DIY",NA,20,"General DIY",NA,NA
"ETL1350","Step Ladders","Leith","Leith","Step Ladder","General DIY",NA,25,"General DIY",NA,NA
"ETL1351","Saws","Leith","Leith","Hand saw","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",NA,NA
"ETL1352","Cordless Drills","Leith","Leith","Makita Cordless Drill","Carpentry and Woodworking, General DIY",NA,50,"General DIY",NA,NA
"ETL1353","Cordless Drills","Leith","Leith","Makita impact driver","Carpentry and Woodworking, General DIY",NA,0,"General DIY",NA,NA
"ETL1354","Drill Bits","Leith","Leith","Drill bits","General DIY",NA,8,"General DIY",NA,NA
"ETL1355","Scrapers","Leith","Leith","Paint scraper","Painting and Decorating",NA,3,"Painting and Decorating",NA,NA
"ETL1356","Scrapers","Leith","Leith","Narrow Paint scraper","Painting and Decorating",NA,2,"Painting and Decorating",NA,NA
"ETL1357","Scrapers","Leith","Leith","Paint scraper","Painting and Decorating",NA,3,"Painting and Decorating",NA,NA
"ETL1358","Bits, Drivers and Accessories","Portobello","Portobello","12mm SDS Masonry Drill Bit","General DIY",NA,20,"General DIY",NA,NA
"ETL1359","Cement Chisel","Leith","Leith","Stone chisel","Garden, General DIY",NA,8,"General DIY",NA,NA
"ETL1360","Wallpaper Steamer","Leith","Leith","Wallpaper Stripper","Painting and Decorating",NA,40,"Painting and Decorating",1.8,"Electrical"
"ETL1361","Belt Sanders","Leith","Leith","Belt Sander","Carpentry and Woodworking, General DIY",NA,70,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1362","Jig Saws","Leith","Leith","Parkside Jigsaw","Carpentry and Woodworking, General DIY, Metalworking",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
"ETL1363","Extension Cords","Leith","Leith","Extension cable on reel","Electrical and Soldering, General DIY, Miscellaneous, Painting and Decorating",NA,35,"Electrical and Soldering",NA,NA
"ETL1364","Random Orbit Sander","Leith","Leith","Cordless Random Orbital Sander","Carpentry and Woodworking, General DIY, Painting and Decorating, Miscellaneous",NA,50,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1365","Jig Saws","Leith","Leith","Multi tool","Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous",NA,60,"Carpentry and Woodworking",NA,NA
"ETL1366","Jig Saws","Leith","Leith","Multi tool","Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous, Painting and Decorating",NA,60,"Carpentry and Woodworking",NA,NA
"ETL1367","Cordless Drills","Leith","Leith","DeWalt Cordless Drill","General DIY",NA,0,"General DIY",NA,NA
"ETL1368","Cordless Drills","Leith","Leith","DeWalt Cordless Drill","General DIY",NA,0,"General DIY",NA,NA
"ETL1369","Knives","Portobello","Portobello","Stanley / Utility Knife","General DIY",NA,0,"General DIY",NA,NA
"ETL1370","Drill Bits","Leith","Leith","Router Bit Set","Carpentry and Woodworking, General DIY",NA,8,"General DIY",3.8,"Electrical"
"ETL1371","Jig Saws","Leith","Leith","Hitachi Jigsaw","Carpentry and Woodworking, General DIY, Metalworking",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
"ETL1372","Random Orbit Sander","Leith","Leith","Random Orbit Sander","Carpentry and Woodworking",NA,40,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1373","Misc","Portobello","Portobello","Leather Tool Belt","General DIY",NA,5,"General DIY",NA,NA
"ETL1374","Float","Portobello","Portobello","Float Trowel","General DIY, Painting and Decorating",NA,5,"General DIY",NA,NA
"ETL1375","Drywall Saws","Leith","Leith","Drywall/hacksaw","Carpentry and Woodworking, General DIY, Painting and Decorating",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1376","Paint Roller Frame","Leith","Leith","Paint Roller Cage","Painting and Decorating",NA,0,"Painting and Decorating",NA,NA
"ETL1377","Paint Roller Frame","Leith","Leith","Paint Roller Cage","Painting and Decorating",NA,0,"Painting and Decorating",NA,NA
"ETL1378","Paint Roller Frame","Leith","Leith","Paint Roller Cage","Painting and Decorating",NA,0,"Painting and Decorating",NA,NA
"ETL1379","Paint Roller Frame","Leith","Leith","Extendable Paint Roller Cage","Painting and Decorating",NA,0,"Painting and Decorating",NA,NA
"ETL1380","Paint Roller Frame","Leith","Leith","Small Paint Roller","Painting and Decorating",NA,0,"Painting and Decorating",NA,NA
"ETL1381","Paint Roller Frame","Leith","Leith","Radiator Paint Roller","Painting and Decorating",NA,0,"Painting and Decorating",NA,NA
"ETL1382","Corner Clamp","Leith","Leith","Set of 5 small metal clamps","Carpentry and Woodworking, General DIY, Miscellaneous",NA,20,"General DIY",NA,NA
"ETL1383","Corded & Plug-in","Leith","Leith","Tacwise 400ELS Pro angled nail gun","Carpentry and Woodworking, General DIY",NA,40,"General DIY",NA,NA
"ETL1384","Jig Saws","Leith","Leith","Parkside Combination Cutter","Carpentry and Woodworking, General DIY, Metalworking",NA,40,"Carpentry and Woodworking",NA,NA
"ETL1385","Power Drills","Leith","Leith","Electric Scraper","General DIY",NA,30,"General DIY",NA,NA
"ETL1386","Engraver","Leith","Leith","Multi Tool Rotary Tool","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Metalworking, Miscellaneous, Plumbing",NA,30,"General DIY",NA,NA
"ETL1387","Float","Leith","Leith","Float Trowel","General DIY, Painting and Decorating",NA,5,"General DIY",NA,NA
"ETL1388","Sharp Bristle Brushes","Leith","Leith","Paperhanging Brush","Painting and Decorating",NA,3,"Painting and Decorating",NA,NA
"ETL1389","Routers","Leith","Leith","Small Plunge Router","Carpentry and Woodworking, General DIY",NA,80,"Carpentry and Woodworking",3.8,"Electrical"
"ETL1390","Testers (hand held)","Leith","Leith","Stud finder","Carpentry and Woodworking, General DIY, Painting and Decorating, Plumbing",NA,20,"General DIY",NA,NA
"ETL1391","Routers","Leith","Leith","Router Bit Set","General DIY",NA,8,"General DIY",3.8,"Electrical"
"ETL1392","Angle Grinders","Portobello","Portobello","Angle Grinder","General DIY, Metalworking, Miscellaneous",NA,40,"Metalworking",7,"Metal"
"ETL1393","Angle Grinders","Portobello","Portobello","Angle Grinder","General DIY, Metalworking, Miscellaneous",NA,40,"Metalworking",7,"Metal"
"ETL1394","Random Orbit Sander","Leith","Leith","Draper Palm Sander","Carpentry and Woodworking, General DIY, Miscellaneous, Painting and Decorating",NA,20,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1395","Vise Grips","Leith","Leith","Mole grips","Automotive, Bike, General DIY",NA,15,"General DIY",NA,NA
"ETL1396","Vise Grips","Leith","Leith","Mole grips","Automotive, Bike, General DIY",NA,15,"General DIY",NA,NA
"ETL1397","Finishing Power Sanders","Leith","Leith","Palm Sander","Carpentry and Woodworking, General DIY, Miscellaneous",NA,57,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1398","Extension Cords","Leith","Leith","Extension cable on reel","Electrical and Soldering, General DIY, Miscellaneous",NA,10,"Electrical and Soldering",NA,NA
"ETL1399","Notched Trowel","Leith","Leith","Tiling trowel","Painting and Decorating",NA,0,"Painting and Decorating",NA,NA
"ETL1400","Wet Tile Saws","Leith","Leith","Wet Tile Saw","General DIY, Miscellaneous, Painting and Decorating, Plumbing",NA,30,"Painting and Decorating",NA,NA
"ETL1401","Finishing Power Sanders","Leith","Leith","Orbital Sander","Carpentry and Woodworking, General DIY, Miscellaneous",NA,57,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1402","Finishing Power Sanders","Leith","Leith","Detail Sander","Carpentry and Woodworking, General DIY, Miscellaneous",NA,57,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1403","Wood Chisel","Leith","Leith","Chisel set","Carpentry and Woodworking",NA,20,"Carpentry and Woodworking",NA,NA
"ETL1404","Wood Chisel","Leith","Leith","Chisel set","Carpentry and Woodworking",NA,20,"Carpentry and Woodworking",NA,NA
"ETL1405","Wood Chisel","Leith","Leith","18mm Chisel","Carpentry and Woodworking",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1406","Crowbar","Leith","Leith","Pry bar","Automotive, Carpentry and Woodworking, Garden, General DIY, Metalworking, Miscellaneous",NA,10,"General DIY",NA,NA
"ETL1407","String Trimmer","Leith","Leith","Challenge electric grass trimmer","General DIY",NA,50,"General DIY",NA,NA
"ETL1408","Jig Saws","Leith","Leith","Multifunction saw","Carpentry and Woodworking, General DIY",NA,50,"Carpentry and Woodworking",NA,NA
"ETL1409","Testers (hand held)","Leith","Leith","Metal and voltage detector","Carpentry and Woodworking, General DIY, Painting and Decorating, Plumbing",NA,20,"Electrical and Soldering",NA,NA
"ETL1410","Trowel","Leith","Leith","Trowel","General DIY",NA,0,"General DIY",NA,NA
"ETL1411","Finishing Power Sanders","Leith","Leith","Black and Decker Powerfile","Carpentry and Woodworking, General DIY, Miscellaneous",NA,57,"Carpentry and Woodworking",NA,NA
"ETL1412","Routers","Leith","Leith","Bosch Router","General DIY",NA,8,"General DIY",3.8,"Electrical"
"ETL1413","Drill Bits","Leith","Leith","Folsom Auger Bit Set","General DIY",NA,8,"General DIY",NA,NA
"ETL1414","Wheelbarrow","Leith","Leith","Wheelbarrow","Garden, General DIY",NA,0,"Garden",NA,NA
"ETL1415","Caulk Guns","Portobello","Portobello","Caulking Gun","General DIY, Painting and Decorating, Plumbing",NA,10,"Painting and Decorating",NA,NA
"ETL1416","Extension Ladder","Portobello","Portobello","Extension Ladder","General DIY, Painting and Decorating",NA,0,"General DIY",NA,NA
"ETL1417","Post Hole Digger","Leith","Leith","Post Driver","Garden, General DIY",NA,40,"Garden",NA,NA
"ETL1418","Needle Nose Pliers","","","Circlip pliers","Automotive, Electrical and Soldering, General DIY, Metalworking, Plumbing",NA,5,"Electrical and Soldering",NA,NA
"ETL1419","Cordless Impact Drivers","Leith","Leith","Impact driver","General DIY",NA,0,"General DIY",NA,NA
"ETL1420","Belt Sanders","Leith","Leith","Belt Sander","Carpentry and Woodworking, General DIY",NA,40,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1421","Belt Sanders","Leith","Leith","Belt Sander","Carpentry and Woodworking, General DIY",NA,20,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1422","Garden Tools","Leith","Leith","Cordless hedge trimmer","Garden",NA,30,"Garden",4.2,"Electrical"
"ETL1423","Crosscut Saw","Leith","Leith","Japanese Pull Saw","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",NA,NA
"ETL1424","Engraver","Leith","Leith","Engraving tool","Carpentry and Woodworking, General DIY, Painting and Decorating, Miscellaneous",NA,30,"Metalworking",NA,NA
"ETL1425","Cordless Hammer Drills","Leith","Leith","Cordless hammer drill","Carpentry and Woodworking, General DIY",NA,20,"General DIY",4.7,"Electrical"
"ETL1426","Wood Chisel","Leith","Leith","Bevel Edge Wood Chisels","Carpentry and Woodworking",NA,15,"Carpentry and Woodworking",NA,NA
"ETL1427","Band Saws","Leith","Leith","Band Saw","General DIY",NA,500,"General DIY",NA,NA
"ETL1802","Corner Clamp","Portobello","Portobello","Set of 4 Corner Clamps (double entry in the database ETL1082)","Carpentry and Woodworking, General DIY, Miscellaneous",NA,20,"Carpentry and Woodworking",NA,NA
"ETL1803","Drill Bits","Leith","Leith","Diamond Core Drill Kit","General DIY, Plumbing",NA,110,"General DIY",NA,NA
"ETL1804","Hand Miter Saws","Leith","Leith","Mitre Saw","Carpentry and Woodworking, General DIY",NA,0,"Carpentry and Woodworking",NA,NA
"ETL1805","Pipe Cutters","Portobello","Portobello","Adjustable Tube / Pipe Cutter","Plumbing",NA,15,"Plumbing",NA,NA
"ETL1806","Hack saw","Portobello","Portobello","Hack saw","Carpentry and Woodworking, Garden, Metalworking, Painting and Decorating, Plumbing",NA,5,"Carpentry and Woodworking",NA,NA
